__time,seller_id,client_id,device,sources,events,hour_key
2022-11-02T00:00:00.000Z,22456,09de8c56-4b24-43ab-baed-2918fa21b801,mobile,pdp,6,2022-11-02 0:00:00
2022-11-02T00:00:00.000Z,22456,73aaf6a1-7536-4999-8403-4268b956c0a3,mobile,pdp,1,2022-11-02 0:00:00
2022-11-02T00:00:00.000Z,22456,a5fb4787-0ca4-43d4-9aae-0dc093294125,mobile,pdp,1,2022-11-02 0:00:00
2022-11-02T00:00:00.000Z,22456,bd1147ff-2e83-4bd2-8682-52cfc8a397c5,mobile,pdp,1,2022-11-02 1:00:00
2022-11-02T00:00:00.000Z,22456,f7f6330d-9ae9-4cad-b9fe-15a102f76310,mobile,pdp,1,2022-11-02 1:00:00
2022-11-02T00:00:00.000Z,22456,2c31c03b-da2b-4d38-b5af-0dea6d80c4d1,mobile,pdp,2,2022-11-02 5:00:00
2022-11-02T00:00:00.000Z,22456,96c5b1e5-2b09-4259-bd6a-aa845bd02df4,mobile,pdp,1,2022-11-02 5:00:00
2022-11-02T00:00:00.000Z,22456,a14e1c52-1552-4789-89aa-5660925633ba,mobile,pdp,2,2022-11-02 5:00:00
2022-11-02T00:00:00.000Z,22456,43217e5a-7241-4597-b5f8-6aa7dad952fd,mobile,pdp,16,2022-11-02 6:00:00
2022-11-02T00:00:00.000Z,22456,73ce83fd-577d-4515-8b87-d0a1ca6c1259,mobile,pdp,2,2022-11-02 6:00:00
2022-11-02T00:00:00.000Z,22456,9aa91f23-8067-4f0a-89ec-21dbdd85b390,mobile,pdp,1,2022-11-02 6:00:00
2022-11-02T00:00:00.000Z,22456,a113ba8a-c055-4593-b365-100670f35100,mobile,pdp,1,2022-11-02 6:00:00
2022-11-02T00:00:00.000Z,22456,babfd303-92d3-4e45-be56-2162a62d3486,mobile,pdp,3,2022-11-02 6:00:00
2022-11-02T00:00:00.000Z,22456,8473778b-b3ec-4da1-a252-fd8266a8290c,mobile,pdp,1,2022-11-02 7:00:00
2022-11-02T00:00:00.000Z,22456,99f48fd4-e144-48d3-ae4e-f8f55bd2ff12,mobile,pdp,2,2022-11-02 7:00:00
2022-11-02T00:00:00.000Z,22456,f235ca86-ff2e-41b1-b53c-9143ed788bfc,mobile,pdp,1,2022-11-02 7:00:00
2022-11-02T00:00:00.000Z,22456,0042cfcb-4b4a-4e47-8ace-eba02933186d,mobile,pdp,1,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,4a5994db-cb73-8db9-63b1-8c8a4ee95b88,pc,pdp,3,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,8c05fc17-263e-443b-812e-5098fa81fb96,mobile,pdp,3,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,9f0c13c3-cdee-4389-be21-758d83c3329a,mobile,pdp,1,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,ab71c042-bb5b-bee8-7174-f2d850227563,mobile,pdp,1,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,ac77d0d1-eee3-4817-9a59-7a864014827b,mobile,pdp,1,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,eb3f637e-b523-4b84-aa06-fc3ed8a67b85,mobile,pdp,5,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,ef76b249-cf76-c5cf-3c24-2e3274f907ba,pc,pdp,1,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,fc5ac2a8-b121-4fdd-9c3a-fbcd2d0151be,mobile,pdp,10,2022-11-02 8:00:00
2022-11-02T00:00:00.000Z,22456,fe743a5f-050c-0875-67dd-3b3726be2ebb,pc,store,1,2022-11-02 8:00:00
